Death List Index,Title,Death List URL
513,Sand Sharks,/wiki/Sand_Sharks
514,Santa Jaws,/wiki/Santa_Jaws
515,Santa Sangre,/wiki/Santa_Sangre
516,Santa's Slay,/wiki/Santa%27s_Slay
517,Sasquatch Hunters,/wiki/Sasquatch_Hunters
518,Satan's Little Helper,/wiki/Satan%27s_Little_Helper
519,Saturday the 14th,/wiki/Saturday_the_14th
520,Sausage Party,/wiki/Sausage_Party
521,Saw,/wiki/Saw
522,Scanners,/wiki/Scanners
523,Scarecrows,/wiki/Scarecrows
524,Scared Stiff,/wiki/Scared_Stiff
525,Scary Movie (Film Series),/wiki/Scary_Movie_(Film_Series)
526,Scary Stories To Tell In The Dark,/wiki/Scary_Stories_To_Tell_In_The_Dark
527,Schizo,/wiki/Schizo
528,Scooby Doo,/wiki/Scooby_Doo
529,Scooby Doo 2: Monsters Unleashed,/wiki/Scooby_Doo_2:_Monsters_Unleashed
530,Scout's Guide to the Zombie Apocalypse,/wiki/Scout%27s_Guide_to_the_Zombie_Apocalypse
531,Scream (Film Series),/wiki/Scream_(Film_Series)
532,Scream (TV series),/wiki/Scream_(TV_series)
533,Se7en,/wiki/Se7en
534,Secret Window,/wiki/Secret_Window
535,See No Evil,/wiki/See_No_Evil
536,Serial Killing 101,/wiki/Serial_Killing_101
537,Serial Mom,/wiki/Serial_Mom
538,Seven Psychopaths,/wiki/Seven_Psychopaths
539,Shadows of the Dead,/wiki/Shadows_of_the_Dead
540,Shapeshifter,/wiki/Shapeshifter
541,Shark Hunter,/wiki/Shark_Hunter
542,Shark Lake,/wiki/Shark_Lake
543,Shark Movies,/wiki/Shark_Movies
544,Shark Night,/wiki/Shark_Night
545,Sharknado,/wiki/Sharknado
546,Sharktopus,/wiki/Sharktopus
547,Shaun of the Dead,/wiki/Shaun_of_the_Dead
548,Shion Sonozaki's Unquenchable Blood Lust,/wiki/Shion_Sonozaki%27s_Unquenchable_Blood_Lust
549,Shirley,/wiki/Shirley
550,Shock Waves,/wiki/Shock_Waves
551,Shocker,/wiki/Shocker
552,Shredder,/wiki/Shredder
553,Shriek If You Know What I Did Last Friday the 13th,/wiki/Shriek_If_You_Know_What_I_Did_Last_Friday_the_13th
554,Silent Hill,/wiki/Silent_Hill
555,Silent Hill (films),/wiki/Silent_Hill_(films)
556,Silent Night,/wiki/Silent_Night
557,"Silent Night, Bloody Night","/wiki/Silent_Night,_Bloody_Night"
558,"Silent Night, Deadly Night","/wiki/Silent_Night,_Deadly_Night"
559,Silver Bullet,/wiki/Silver_Bullet
560,Sinister,/wiki/Sinister
561,Skeleton Man,/wiki/Skeleton_Man
562,Slaughter High,/wiki/Slaughter_High
563,Sleepaway Camp,/wiki/Sleepaway_Camp
564,Slender Man (film),/wiki/Slender_Man_(film)
565,Slime City,/wiki/Slime_City
566,Slither,/wiki/Slither
567,Slumber Party Massacre,/wiki/Slumber_Party_Massacre
568,Small Soldiers,/wiki/Small_Soldiers
569,Smiley,/wiki/Smiley
570,Snakes on a Train,/wiki/Snakes_on_a_Train
571,Snatchers,/wiki/Snatchers
572,Society,/wiki/Society
573,Some Guy Who Kills People,/wiki/Some_Guy_Who_Kills_People
574,Somebody Help Me,/wiki/Somebody_Help_Me
575,Sorority House Massacre,/wiki/Sorority_House_Massacre
576,Sorority Party Massacre,/wiki/Sorority_Party_Massacre
577,Sorority Row,/wiki/Sorority_Row
578,Species,/wiki/Species
579,Splinter,/wiki/Splinter
580,Spooky Buddies,/wiki/Spooky_Buddies
581,Squidbillies,/wiki/Squidbillies
582,Sssssss,/wiki/Sssssss
583,Stage Fright,/wiki/Stage_Fright
584,Stan Helsing,/wiki/Stan_Helsing
585,Stay Alive,/wiki/Stay_Alive
586,Stereo,/wiki/Stereo
587,Stitches,/wiki/Stitches
588,Stoker,/wiki/Stoker
589,Stranger Things,/wiki/Stranger_Things
590,Straw Dogs,/wiki/Straw_Dogs
591,Street Trash,/wiki/Street_Trash
592,Stroker,/wiki/Stroker
593,Student Bodies,/wiki/Student_Bodies
594,Suburban Sasquatch,/wiki/Suburban_Sasquatch
595,Sunny Family Cult,/wiki/Sunny_Family_Cult
596,Super 8,/wiki/Super_8
597,Super Shark,/wiki/Super_Shark
598,Suspiria,/wiki/Suspiria
599,Swamp Ape,/wiki/Swamp_Ape
600,Swamp Shark,/wiki/Swamp_Shark
601,Sweeney Todd: The Demon Barber of Fleet Street,/wiki/Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street
602,Takena Claymotions,/wiki/Takena_Claymotions
603,Tales From the Cryptkeeper,/wiki/Tales_From_the_Cryptkeeper
604,Tales from the Hood,/wiki/Tales_from_the_Hood
605,Tales of Halloween,/wiki/Tales_of_Halloween
606,Tasmanian Devils 2013,/wiki/Tasmanian_Devils_2013
607,Tell Me How I Die,/wiki/Tell_Me_How_I_Die
608,Tenebrae,/wiki/Tenebrae
609,Terrifier,/wiki/Terrifier
610,Terror Toons,/wiki/Terror_Toons
611,Terror Train,/wiki/Terror_Train
612,TerrorVision,/wiki/TerrorVision
613,Tetsuo: The Iron Man,/wiki/Tetsuo:_The_Iron_Man
614,ThanksKilling,/wiki/ThanksKilling
615,The Amazing World of Gumball: The Grudge,/wiki/The_Amazing_World_of_Gumball:_The_Grudge
616,The Amityville Horror,/wiki/The_Amityville_Horror
617,The Autopsy of Jane Doe,/wiki/The_Autopsy_of_Jane_Doe
618,The Babadook,/wiki/The_Babadook
619,The Babysitter,/wiki/The_Babysitter
620,The Babysitter (2017),/wiki/The_Babysitter_(2017)
621,The Babysitter: Killer Queen,/wiki/The_Babysitter:_Killer_Queen
622,The Banana Splits Movie,/wiki/The_Banana_Splits_Movie
623,The Beast of Hollow Mountain,/wiki/The_Beast_of_Hollow_Mountain
624,The Being,/wiki/The_Being
625,The Belko Experiment,/wiki/The_Belko_Experiment
626,The Beyond,/wiki/The_Beyond
627,The Bird with the Crystal Plumage,/wiki/The_Bird_with_the_Crystal_Plumage
628,The Birds,/wiki/The_Birds
629,The Blackout,/wiki/The_Blackout
630,The Blob,/wiki/The_Blob
631,The Blob (1988),/wiki/The_Blob_(1988)
632,The Bone Snatcher,/wiki/The_Bone_Snatcher
633,The Boneyard,/wiki/The_Boneyard
634,The Burning,/wiki/The_Burning
635,The Butchers,/wiki/The_Butchers
636,The Cabin In the Woods,/wiki/The_Cabin_In_the_Woods
637,The Car,/wiki/The_Car
638,The Changeling,/wiki/The_Changeling
639,The Children,/wiki/The_Children
640,The Church,/wiki/The_Church
641,The Collection,/wiki/The_Collection
642,The Comeback,/wiki/The_Comeback
643,The Conjuring Universe,/wiki/The_Conjuring_Universe
644,The Crazies,/wiki/The_Crazies
645,The Darkest Hour,/wiki/The_Darkest_Hour
646,The Dead Don’t Die,/wiki/The_Dead_Don%E2%80%99t_Die
647,The Dead Zone,/wiki/The_Dead_Zone
648,The Deadly Spawn,/wiki/The_Deadly_Spawn
649,The Dentist,/wiki/The_Dentist
650,The Depression Trilogy,/wiki/The_Depression_Trilogy
651,The Descent,/wiki/The_Descent
652,The Evil Dead (Film Series),/wiki/The_Evil_Dead_(Film_Series)
653,The Execution of Mary Stuart,/wiki/The_Execution_of_Mary_Stuart
654,The Exorcist,/wiki/The_Exorcist
655,The Experiment,/wiki/The_Experiment
656,The First Power,/wiki/The_First_Power
657,The Fly,/wiki/The_Fly
658,The Fly (Remake Series),/wiki/The_Fly_(Remake_Series)
659,The Fog,/wiki/The_Fog
660,The Forsaken,/wiki/The_Forsaken
661,The Frighteners,/wiki/The_Frighteners
662,The Funhouse,/wiki/The_Funhouse
663,The Giant Spider Invasion,/wiki/The_Giant_Spider_Invasion
664,The Gingerdead Man,/wiki/The_Gingerdead_Man
665,The Girl Next Door (2007),/wiki/The_Girl_Next_Door_(2007)
666,The Green Inferno,/wiki/The_Green_Inferno
667,The Grudge,/wiki/The_Grudge
668,The Hand (1981),/wiki/The_Hand_(1981)
669,The Hand That Rocks The Cradle,/wiki/The_Hand_That_Rocks_The_Cradle
670,The Happening,/wiki/The_Happening
671,The Happytime Murders,/wiki/The_Happytime_Murders
672,The Hills Have Eyes,/wiki/The_Hills_Have_Eyes
673,The Hills Run Red,/wiki/The_Hills_Run_Red
674,The Hole (2001),/wiki/The_Hole_(2001)
675,The House by the Cemetery,/wiki/The_House_by_the_Cemetery
676,The House on Sorority Row,/wiki/The_House_on_Sorority_Row
677,The House on Sorority Row (Series),/wiki/The_House_on_Sorority_Row_(Series)
678,The Howling,/wiki/The_Howling
679,The Human Centipede,/wiki/The_Human_Centipede
680,The Hunger,/wiki/The_Hunger
681,The Hunt,/wiki/The_Hunt
682,The Incredible Melting Man,/wiki/The_Incredible_Melting_Man
683,The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies,/wiki/The_Incredibly_Strange_Creatures_Who_Stopped_Living_and_Became_Mixed-Up_Zombies
684,The Invisible Man (1933),/wiki/The_Invisible_Man_(1933)
685,The Invisible Man (2020),/wiki/The_Invisible_Man_(2020)
686,The Invisible Man (Series),/wiki/The_Invisible_Man_(Series)
687,The Invitation,/wiki/The_Invitation
688,The Jurassic Games,/wiki/The_Jurassic_Games
689,The Killer Shrews,/wiki/The_Killer_Shrews
690,The Last House on the Left,/wiki/The_Last_House_on_the_Left
691,The Lawnmower Man,/wiki/The_Lawnmower_Man
692,The Lighthouse,/wiki/The_Lighthouse
693,The Lost Boys,/wiki/The_Lost_Boys
694,The Meg,/wiki/The_Meg
695,The Mist,/wiki/The_Mist
696,The Monster,/wiki/The_Monster
697,The Monster Squad,/wiki/The_Monster_Squad
698,The Mother of Tears,/wiki/The_Mother_of_Tears
699,The Mummy,/wiki/The_Mummy
700,The Mummy (2017),/wiki/The_Mummy_(2017)
701,The Mummy (Stephen Sommers),/wiki/The_Mummy_(Stephen_Sommers)
702,The Mutilator,/wiki/The_Mutilator
703,The New York Ripper,/wiki/The_New_York_Ripper
704,The Night Before Halloween,/wiki/The_Night_Before_Halloween
705,The Night Brings Charlie,/wiki/The_Night_Brings_Charlie
706,The Night Evelyn Came Out of the Grave,/wiki/The_Night_Evelyn_Came_Out_of_the_Grave
707,The Nun,/wiki/The_Nun
708,The Omen,/wiki/The_Omen
709,The Ouija Experiment,/wiki/The_Ouija_Experiment
710,The Possession of Hannah Grace,/wiki/The_Possession_of_Hannah_Grace
711,The Poughkeepsie Tapes (2007),/wiki/The_Poughkeepsie_Tapes_(2007)
712,The Prowler,/wiki/The_Prowler
713,The Purge,/wiki/The_Purge
714,The Quiet Room,/wiki/The_Quiet_Room
715,The Red Queen Kills 7 Times,/wiki/The_Red_Queen_Kills_7_Times
716,The Refrigerator,/wiki/The_Refrigerator
717,The Ring,/wiki/The_Ring
718,The Rocky Horror Picture Show,/wiki/The_Rocky_Horror_Picture_Show
719,The Rocky Horror Picture Show (2016),/wiki/The_Rocky_Horror_Picture_Show_(2016)
720,The Ruins,/wiki/The_Ruins
721,The Sand,/wiki/The_Sand
722,The Serpent and the Rainbow,/wiki/The_Serpent_and_the_Rainbow
723,The She-Creature,/wiki/The_She-Creature
724,The Shining (1980),/wiki/The_Shining_(1980)
725,The Sixth Sense (1999),/wiki/The_Sixth_Sense_(1999)
726,The Slumber Party Massacre,/wiki/The_Slumber_Party_Massacre
727,The Snowman,/wiki/The_Snowman
728,The Spiral Staircase,/wiki/The_Spiral_Staircase
729,The Stepfather,/wiki/The_Stepfather
730,The Strangers,/wiki/The_Strangers
731,The Strangers: Prey at Night,/wiki/The_Strangers:_Prey_at_Night
732,The Stuff,/wiki/The_Stuff
733,The Tenant,/wiki/The_Tenant
734,The Texas Chainsaw Massacre,/wiki/The_Texas_Chainsaw_Massacre
735,The Thing,/wiki/The_Thing
736,The Thing (1982),/wiki/The_Thing_(1982)
737,The Three Mothers Trilogy (Dario Argento),/wiki/The_Three_Mothers_Trilogy_(Dario_Argento)
738,The Town That Dreaded Sundown (1976),/wiki/The_Town_That_Dreaded_Sundown_(1976)
739,The Toxic Avenger,/wiki/The_Toxic_Avenger
740,The Video Dead,/wiki/The_Video_Dead
741,The Visit,/wiki/The_Visit
742,The Void,/wiki/The_Void
743,The Walking Dead,/wiki/The_Walking_Dead
744,The Walking Dead: Webisodes,/wiki/The_Walking_Dead:_Webisodes
745,The Walking Dead: World Beyond,/wiki/The_Walking_Dead:_World_Beyond
746,The Witch,/wiki/The_Witch
747,The World's End,/wiki/The_World%27s_End
748,The Zero Boys,/wiki/The_Zero_Boys
749,They Live,/wiki/They_Live
750,Thirst 2015,/wiki/Thirst_2015
751,This is the End,/wiki/This_is_the_End
752,Thomas the Tank Engine Shed 17,/wiki/Thomas_the_Tank_Engine_Shed_17
753,Tokyo Gore Police,/wiki/Tokyo_Gore_Police
754,Too Many Cooks,/wiki/Too_Many_Cooks
755,Torso,/wiki/Torso
756,Tourist Trap,/wiki/Tourist_Trap
757,Toy Story of Terror,/wiki/Toy_Story_of_Terror
758,Train to Busan,/wiki/Train_to_Busan
759,Treevenge,/wiki/Treevenge
760,Tremors,/wiki/Tremors
761,Triassic Attack,/wiki/Triassic_Attack
762,Triassic World,/wiki/Triassic_World
763,Trick r' Treat,/wiki/Trick_r%27_Treat
764,Trog 1970,/wiki/Trog_1970
765,Trucks,/wiki/Trucks
766,Truth or Dare,/wiki/Truth_or_Dare
767,Tucker and Dale vs Evil,/wiki/Tucker_and_Dale_vs_Evil
768,Two Thousand Maniacs,/wiki/Two_Thousand_Maniacs
769,Uglyface,/wiki/Uglyface
770,Uncharted,/wiki/Uncharted
771,Uncle Sam,/wiki/Uncle_Sam
772,Underworld,/wiki/Underworld
773,Unearthed,/wiki/Unearthed
774,Unfriended,/wiki/Unfriended
775,Unhinged,/wiki/Unhinged
776,Unmasked Part 25,/wiki/Unmasked_Part_25
777,Unnatural,/wiki/Unnatural
778,Upgrade,/wiki/Upgrade
779,Urban Legend,/wiki/Urban_Legend
780,Us,/wiki/Us
781,V/H/S,/wiki/V/H/S
782,Valentine,/wiki/Valentine
783,Vampire Girl vs Frankenstein Girl,/wiki/Vampire_Girl_vs_Frankenstein_Girl
784,Vampires vs. Zombies,/wiki/Vampires_vs._Zombies
785,Van Helsing,/wiki/Van_Helsing
786,Velvet Buzzsaw,/wiki/Velvet_Buzzsaw
787,Videodrome,/wiki/Videodrome
788,Vile,/wiki/Vile
789,Village of the Damned,/wiki/Village_of_the_Damned
790,Visiting Hours,/wiki/Visiting_Hours
791,Viy,/wiki/Viy
792,Xtro,/wiki/Xtro
793,You're Next,/wiki/You%27re_Next
794,Zodiac,/wiki/Zodiac
795,Zombeavers,/wiki/Zombeavers
796,Zombie,/wiki/Zombie
797,Zombie in a Penguin Suit,/wiki/Zombie_in_a_Penguin_Suit
798,Zombie Movies,/wiki/Zombie_Movies
799,Zombie Shark,/wiki/Zombie_Shark
800,Zombie Tidal Wave,/wiki/Zombie_Tidal_Wave
801,Zombieland,/wiki/Zombieland
802,Zombies of Mass Destruction,/wiki/Zombies_of_Mass_Destruction
803,Zoombies,/wiki/Zoombies
804,Otis,/wiki/Otis
805,Outside In,/wiki/Outside_In
806,Pacific Rim,/wiki/Pacific_Rim
807,Paganini Horror,/wiki/Paganini_Horror
808,Paranormal Activity,/wiki/Paranormal_Activity
809,Parasyte,/wiki/Parasyte
810,Parents,/wiki/Parents
811,Patrick,/wiki/Patrick
812,Peeping Tom,/wiki/Peeping_Tom
813,Perfect Stranger,/wiki/Perfect_Stranger
814,Pet Semetary,/wiki/Pet_Semetary
815,Phantasm,/wiki/Phantasm
816,Phantom of the Paradise,/wiki/Phantom_of_the_Paradise
817,Phantom Racer,/wiki/Phantom_Racer
818,Phase IV,/wiki/Phase_IV
819,Phenomena,/wiki/Phenomena
820,Pieces,/wiki/Pieces
821,Pilgrim,/wiki/Pilgrim
822,Piranha Sharks,/wiki/Piranha_Sharks
823,Polaroid,/wiki/Polaroid
824,Poltergeist,/wiki/Poltergeist
825,Pool Party Massacre,/wiki/Pool_Party_Massacre
826,Porno Holocaust,/wiki/Porno_Holocaust
827,Poultrygeist: Night of the Chicken Dead,/wiki/Poultrygeist:_Night_of_the_Chicken_Dead
828,Predator,/wiki/Predator
829,President's Day,/wiki/President%27s_Day
830,Prince of Darkness,/wiki/Prince_of_Darkness
831,Prometheus,/wiki/Prometheus
832,Prophecy,/wiki/Prophecy
833,Proteus,/wiki/Proteus
834,Psycho,/wiki/Psycho
835,Puppet Master,/wiki/Puppet_Master
836,Quarantine,/wiki/Quarantine
837,Rabid,/wiki/Rabid
838,Rattlers,/wiki/Rattlers
839,RawHead Rex,/wiki/RawHead_Rex
840,Razorback,/wiki/Razorback
841,Re-Animator,/wiki/Re-Animator
842,Ready or Not,/wiki/Ready_or_Not
843,REC,/wiki/REC
844,Reptilicus,/wiki/Reptilicus
845,Reptisaurus,/wiki/Reptisaurus
846,Repulsion,/wiki/Repulsion
847,Resident Evil,/wiki/Resident_Evil
848,Return of the Living Dead,/wiki/Return_of_the_Living_Dead
849,Richard III,/wiki/Richard_III
850,Ringu,/wiki/Ringu
851,Rituals,/wiki/Rituals
852,Rogue,/wiki/Rogue
853,Rosemary's Baby,/wiki/Rosemary%27s_Baby
854,Rottweiler,/wiki/Rottweiler
855,Rubber,/wiki/Rubber
856,Sadako vs Kayako,/wiki/Sadako_vs_Kayako
857,Sand Sharks,/wiki/Sand_Sharks
858,Santa Jaws,/wiki/Santa_Jaws
859,Santa Sangre,/wiki/Santa_Sangre
860,Santa's Slay,/wiki/Santa%27s_Slay
861,Sasquatch Hunters,/wiki/Sasquatch_Hunters
862,Satan's Little Helper,/wiki/Satan%27s_Little_Helper
863,Saturday the 14th,/wiki/Saturday_the_14th
864,Sausage Party,/wiki/Sausage_Party
865,Saw,/wiki/Saw
866,Scanners,/wiki/Scanners
867,Scarecrows,/wiki/Scarecrows
868,Scared Stiff,/wiki/Scared_Stiff
869,Scary Movie (Film Series),/wiki/Scary_Movie_(Film_Series)
870,Scary Stories To Tell In The Dark,/wiki/Scary_Stories_To_Tell_In_The_Dark
871,Schizo,/wiki/Schizo
872,Scooby Doo,/wiki/Scooby_Doo
873,Scooby Doo 2: Monsters Unleashed,/wiki/Scooby_Doo_2:_Monsters_Unleashed
874,Scout's Guide to the Zombie Apocalypse,/wiki/Scout%27s_Guide_to_the_Zombie_Apocalypse
875,Scream (Film Series),/wiki/Scream_(Film_Series)
876,Scream (TV series),/wiki/Scream_(TV_series)
877,Se7en,/wiki/Se7en
878,Secret Window,/wiki/Secret_Window
879,See No Evil,/wiki/See_No_Evil
880,Serial Killing 101,/wiki/Serial_Killing_101
881,Serial Mom,/wiki/Serial_Mom
882,Seven Psychopaths,/wiki/Seven_Psychopaths
883,Shadows of the Dead,/wiki/Shadows_of_the_Dead
884,Shapeshifter,/wiki/Shapeshifter
885,Shark Hunter,/wiki/Shark_Hunter
886,Shark Lake,/wiki/Shark_Lake
887,Shark Movies,/wiki/Shark_Movies
888,Shark Night,/wiki/Shark_Night
889,Sharknado,/wiki/Sharknado
890,Sharktopus,/wiki/Sharktopus
891,Shaun of the Dead,/wiki/Shaun_of_the_Dead
892,Shion Sonozaki's Unquenchable Blood Lust,/wiki/Shion_Sonozaki%27s_Unquenchable_Blood_Lust
893,Shirley,/wiki/Shirley
894,Shock Waves,/wiki/Shock_Waves
895,Shocker,/wiki/Shocker
896,Shredder,/wiki/Shredder
897,Shriek If You Know What I Did Last Friday the 13th,/wiki/Shriek_If_You_Know_What_I_Did_Last_Friday_the_13th
898,Silent Hill,/wiki/Silent_Hill
899,Silent Hill (films),/wiki/Silent_Hill_(films)
900,Silent Night,/wiki/Silent_Night
901,"Silent Night, Bloody Night","/wiki/Silent_Night,_Bloody_Night"
902,"Silent Night, Deadly Night","/wiki/Silent_Night,_Deadly_Night"
903,Silver Bullet,/wiki/Silver_Bullet
904,Sinister,/wiki/Sinister
905,Skeleton Man,/wiki/Skeleton_Man
906,Slaughter High,/wiki/Slaughter_High
907,Sleepaway Camp,/wiki/Sleepaway_Camp
908,Slender Man (film),/wiki/Slender_Man_(film)
909,Slime City,/wiki/Slime_City
910,Slither,/wiki/Slither
911,Slumber Party Massacre,/wiki/Slumber_Party_Massacre
912,Small Soldiers,/wiki/Small_Soldiers
913,Smiley,/wiki/Smiley
914,Snakes on a Train,/wiki/Snakes_on_a_Train
915,Snatchers,/wiki/Snatchers
916,Society,/wiki/Society
917,Some Guy Who Kills People,/wiki/Some_Guy_Who_Kills_People
918,Somebody Help Me,/wiki/Somebody_Help_Me
919,Sorority House Massacre,/wiki/Sorority_House_Massacre
920,Sorority Party Massacre,/wiki/Sorority_Party_Massacre
921,Sorority Row,/wiki/Sorority_Row
922,Species,/wiki/Species
923,Splinter,/wiki/Splinter
924,Spooky Buddies,/wiki/Spooky_Buddies
925,Squidbillies,/wiki/Squidbillies
926,Sssssss,/wiki/Sssssss
927,Stage Fright,/wiki/Stage_Fright
928,Stan Helsing,/wiki/Stan_Helsing
929,Stay Alive,/wiki/Stay_Alive
930,Stereo,/wiki/Stereo
931,Stitches,/wiki/Stitches
932,Stoker,/wiki/Stoker
933,Stranger Things,/wiki/Stranger_Things
934,Straw Dogs,/wiki/Straw_Dogs
935,Street Trash,/wiki/Street_Trash
936,Stroker,/wiki/Stroker
937,Student Bodies,/wiki/Student_Bodies
938,Suburban Sasquatch,/wiki/Suburban_Sasquatch
939,Sunny Family Cult,/wiki/Sunny_Family_Cult
940,Super 8,/wiki/Super_8
941,Super Shark,/wiki/Super_Shark
942,Suspiria,/wiki/Suspiria
943,Swamp Ape,/wiki/Swamp_Ape
944,Swamp Shark,/wiki/Swamp_Shark
945,Sweeney Todd: The Demon Barber of Fleet Street,/wiki/Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street
946,Takena Claymotions,/wiki/Takena_Claymotions
947,Tales From the Cryptkeeper,/wiki/Tales_From_the_Cryptkeeper
948,Tales from the Hood,/wiki/Tales_from_the_Hood
949,Tales of Halloween,/wiki/Tales_of_Halloween
950,Tasmanian Devils 2013,/wiki/Tasmanian_Devils_2013
951,Tell Me How I Die,/wiki/Tell_Me_How_I_Die
952,Tenebrae,/wiki/Tenebrae
953,Terrifier,/wiki/Terrifier
954,Terror Toons,/wiki/Terror_Toons
955,Terror Train,/wiki/Terror_Train
956,TerrorVision,/wiki/TerrorVision
957,Tetsuo: The Iron Man,/wiki/Tetsuo:_The_Iron_Man
958,ThanksKilling,/wiki/ThanksKilling
959,The Amazing World of Gumball: The Grudge,/wiki/The_Amazing_World_of_Gumball:_The_Grudge
960,The Amityville Horror,/wiki/The_Amityville_Horror
961,The Autopsy of Jane Doe,/wiki/The_Autopsy_of_Jane_Doe
962,The Babadook,/wiki/The_Babadook
963,The Babysitter,/wiki/The_Babysitter
964,The Babysitter (2017),/wiki/The_Babysitter_(2017)
965,The Babysitter: Killer Queen,/wiki/The_Babysitter:_Killer_Queen
966,The Banana Splits Movie,/wiki/The_Banana_Splits_Movie
967,The Beast of Hollow Mountain,/wiki/The_Beast_of_Hollow_Mountain
968,The Being,/wiki/The_Being
969,The Belko Experiment,/wiki/The_Belko_Experiment
970,The Beyond,/wiki/The_Beyond
971,The Bird with the Crystal Plumage,/wiki/The_Bird_with_the_Crystal_Plumage
972,The Birds,/wiki/The_Birds
973,The Blackout,/wiki/The_Blackout
974,The Blob,/wiki/The_Blob
975,The Blob (1988),/wiki/The_Blob_(1988)
976,The Bone Snatcher,/wiki/The_Bone_Snatcher
977,The Boneyard,/wiki/The_Boneyard
978,The Burning,/wiki/The_Burning
979,The Butchers,/wiki/The_Butchers
980,The Cabin In the Woods,/wiki/The_Cabin_In_the_Woods
981,The Car,/wiki/The_Car
982,The Changeling,/wiki/The_Changeling
983,The Children,/wiki/The_Children
984,The Church,/wiki/The_Church
985,The Collection,/wiki/The_Collection
986,The Comeback,/wiki/The_Comeback
987,The Conjuring Universe,/wiki/The_Conjuring_Universe
988,The Crazies,/wiki/The_Crazies
989,The Darkest Hour,/wiki/The_Darkest_Hour
990,The Dead Don’t Die,/wiki/The_Dead_Don%E2%80%99t_Die
991,The Dead Zone,/wiki/The_Dead_Zone
992,The Deadly Spawn,/wiki/The_Deadly_Spawn
993,The Dentist,/wiki/The_Dentist
994,The Depression Trilogy,/wiki/The_Depression_Trilogy
995,The Descent,/wiki/The_Descent
996,The Evil Dead (Film Series),/wiki/The_Evil_Dead_(Film_Series)
997,The Execution of Mary Stuart,/wiki/The_Execution_of_Mary_Stuart
998,The Exorcist,/wiki/The_Exorcist
999,The Experiment,/wiki/The_Experiment
1000,The First Power,/wiki/The_First_Power
1001,The Fly,/wiki/The_Fly
1002,The Fly (Remake Series),/wiki/The_Fly_(Remake_Series)
1003,The Fog,/wiki/The_Fog
